Date,Open
2017-05-08,10.220000267028809
2017-05-09,10.039999961853027
2017-05-10,10.460000038146973
2017-05-11,10.739999771118164
2017-05-12,11.199999809265137
2017-05-15,11.40999984741211
2017-05-16,11.65999984741211
2017-05-17,11.8100004196167
2017-05-18,10.989999771118164
2017-05-19,11.470000267028809
2017-05-22,11.489999771118164
2017-05-23,10.970000267028809
2017-05-24,11.050000190734863
2017-05-25,11.010000228881836
2017-05-26,10.850000381469727
2017-05-30,10.949999809265137
2017-05-31,11.289999961853027
2017-06-01,11.25
2017-06-02,10.930000305175781
2017-06-05,10.84000015258789
2017-06-06,11.270000457763672
2017-06-07,12.420000076293945
2017-06-08,12.8100004196167
2017-06-09,13.100000381469727
2017-06-12,11.75
2017-06-13,12.329999923706055
2017-06-14,11.90999984741211
2017-06-15,11.34000015258789
2017-06-16,11.65999984741211
2017-06-19,11.630000114440918
2017-06-20,12.1899995803833
2017-06-21,13.359999656677246
2017-06-22,14.100000381469727
2017-06-23,14.149999618530273
2017-06-26,14.390000343322754
2017-06-27,13.760000228881836
2017-06-28,13.649999618530273
2017-06-29,13.0600004196167
2017-06-30,12.569999694824219
2017-07-03,12.569999694824219
2017-07-05,12.359999656677246
2017-07-06,12.9399995803833
2017-07-07,13.270000457763672
2017-07-10,13.609999656677246
2017-07-11,13.770000457763672
2017-07-12,14.170000076293945
2017-07-13,14.329999923706055
2017-07-14,13.460000038146973
2017-07-17,14.029999732971191
2017-07-18,13.289999961853027
2017-07-19,13.619999885559082
2017-07-20,13.609999656677246
2017-07-21,13.699999809265137
2017-07-24,14.0
2017-07-25,14.289999961853027
2017-07-26,15.130000114440918
2017-07-27,14.989999771118164
2017-07-28,13.850000381469727
2017-07-31,14.09000015258789
2017-08-01,13.720000267028809
2017-08-02,13.8100004196167
2017-08-03,13.420000076293945
2017-08-04,13.199999809265137
2017-08-07,13.329999923706055
2017-08-08,13.479999542236328
2017-08-09,12.760000228881836
2017-08-10,12.699999809265137
2017-08-11,12.039999961853027
2017-08-14,12.579999923706055
2017-08-15,13.010000228881836
2017-08-16,13.170000076293945
2017-08-17,12.460000038146973
2017-08-18,12.430000305175781
2017-08-21,12.420000076293945
2017-08-22,12.199999809265137
2017-08-23,12.0
2017-08-24,12.6899995803833
2017-08-25,12.510000228881836
2017-08-28,12.529999732971191
2017-08-29,12.0
2017-08-30,12.1899995803833
2017-08-31,12.819999694824219
2017-09-01,13.119999885559082
2017-09-05,12.880000114440918
2017-09-06,13.020000457763672
2017-09-07,12.84000015258789
2017-09-08,12.569999694824219
2017-09-11,12.460000038146973
2017-09-12,12.65999984741211
2017-09-13,12.220000267028809
2017-09-14,12.149999618530273
2017-09-15,12.329999923706055
2017-09-18,12.770000457763672
2017-09-19,13.25
2017-09-20,13.069999694824219
2017-09-21,14.0
2017-09-22,13.199999809265137
2017-09-25,13.25
2017-09-26,12.850000381469727
2017-09-27,12.649999618530273
2017-09-28,12.760000228881836
2017-09-29,12.770000457763672
2017-10-02,12.800000190734863
2017-10-03,12.729999542236328
2017-10-04,13.3100004196167
2017-10-05,13.380000114440918
2017-10-06,13.220000267028809
2017-10-09,13.260000228881836
2017-10-10,13.720000267028809
2017-10-11,13.619999885559082
2017-10-12,13.850000381469727
2017-10-13,14.319999694824219
2017-10-16,14.25
2017-10-17,14.239999771118164
2017-10-18,14.199999809265137
2017-10-19,13.850000381469727
2017-10-20,14.029999732971191
2017-10-23,13.9399995803833
2017-10-24,14.199999809265137
2017-10-25,12.949999809265137
2017-10-26,12.449999809265137
2017-10-27,12.170000076293945
2017-10-30,11.260000228881836
2017-10-31,10.760000228881836
2017-11-01,11.25
2017-11-02,10.869999885559082
2017-11-03,10.949999809265137
2017-11-06,12.039999961853027
2017-11-07,11.9399995803833
2017-11-08,11.9399995803833
2017-11-09,11.25
2017-11-10,11.220000267028809
2017-11-13,11.180000305175781
2017-11-14,11.029999732971191
2017-11-15,11.010000228881836
2017-11-16,11.130000114440918
2017-11-17,11.300000190734863
2017-11-20,11.470000267028809
2017-11-21,11.420000076293945
2017-11-22,11.40999984741211
2017-11-24,11.380000114440918
2017-11-27,11.34000015258789
2017-11-28,11.449999809265137
2017-11-29,11.079999923706055
2017-11-30,10.869999885559082
2017-12-01,10.8100004196167
2017-12-04,10.850000381469727
2017-12-05,9.890000343322754
2017-12-06,9.899999618530273
2017-12-07,10.069999694824219
2017-12-08,10.149999618530273
2017-12-11,9.970000267028809
2017-12-12,10.130000114440918
2017-12-13,9.970000267028809
2017-12-14,10.100000381469727
2017-12-15,10.130000114440918
2017-12-18,10.600000381469727
2017-12-19,11.0
2017-12-20,11.100000381469727
2017-12-21,10.979999542236328
2017-12-22,10.75
2017-12-26,10.380000114440918
2017-12-27,10.449999809265137
2017-12-28,10.569999694824219
2017-12-29,10.569999694824219
2018-01-02,10.420000076293945
2018-01-03,11.609999656677246
2018-01-04,12.100000381469727
